id v_1_x v_1_y v_1_z v_2_x v_2_y v_2_z v_3_x v_3_y v_3_z v_4_x v_4_y v_4_z face fix_aix ang layer
238 3.53 15.17 22.1 3.53 15.17 23.9 3.53 11.92 23.9 3.53 11.92 22.1 4 x 180 8
239 3.53 8.11 22.1 3.53 8.11 23.9 3.53 5.34 23.9 3.53 5.34 22.1 4 x 180 8
240 5.44 0.0 22.1 5.44 0.0 23.9 6.87 0.0 23.9 6.87 0.0 22.1 5 y 270 8
241 11.25 0.0 22.1 11.25 0.0 23.9 14.02 0.0 23.9 14.02 0.0 22.1 5 y 270 8
242 17.93 0.0 22.1 17.93 0.0 23.9 20.6 0.0 23.9 20.6 0.0 22.1 5 y 270 8
243 24.41 0.0 22.1 24.41 0.0 23.9 27.18 0.0 23.9 27.18 0.0 22.1 5 y 270 8
244 31.09 0.0 22.1 31.09 0.0 23.9 34.05 0.0 23.9 34.05 0.0 22.1 5 y 270 8
245 37.86 0.0 22.1 37.86 0.0 23.9 40.72 0.0 23.9 40.72 0.0 22.1 5 y 270 8
246 44.82 0.0 22.1 44.82 0.0 23.9 47.49 0.0 23.9 47.49 0.0 22.1 5 y 270 8
247 51.31 0.0 22.1 51.31 0.0 23.9 54.46 0.0 23.9 54.46 0.0 22.1 5 y 270 8
248 59.51 0.0 22.1 59.51 0.0 23.9 63.52 0.0 23.9 63.52 0.0 22.1 5 y 270 8
249 68.38 6.58 22.1 68.38 6.58 23.9 68.38 4.49 23.9 68.38 4.49 22.1 6 x 0 8
250 68.38 12.69 22.1 68.38 12.69 23.9 68.38 9.54 23.9 68.38 9.54 22.1 6 x 0 8
251 68.38 19.55 22.1 68.38 19.55 23.9 68.38 16.69 23.9 68.38 16.69 22.1 6 x 0 8
252 65.01 25.56 22.1 65.01 25.56 23.9 68.19 25.56 23.9 68.19 25.56 22.1 7 y 90 8
253 57.41 25.56 22.1 57.41 25.56 23.9 61.51 25.56 23.9 61.51 25.56 22.1 7 y 90 8
254 50.74 25.56 22.1 50.74 25.56 23.9 54.84 25.56 23.9 54.84 25.56 22.1 7 y 90 8
255 43.97 25.56 22.1 43.97 25.56 23.9 47.97 25.56 23.9 47.97 25.56 22.1 7 y 90 8
256 32.81 36.53 25.1 32.81 36.53 26.9 32.81 32.62 26.9 32.81 32.62 25.1 1 x 0 9
257 32.81 43.4 25.1 32.81 43.4 26.9 32.81 39.49 26.9 32.81 39.49 25.1 1 x 0 9
258 32.81 49.89 25.1 32.81 49.89 26.9 32.81 46.16 26.9 32.81 46.16 25.1 1 x 0 9
259 32.81 57.89 25.1 32.81 57.89 26.9 32.81 54.55 26.9 32.81 54.55 25.1 1 x 0 9
260 15.83 58.37 25.1 15.83 58.37 26.9 20.22 58.37 26.9 20.22 58.37 25.1 2 y 90 9
261 9.35 58.37 25.1 9.35 58.37 26.9 13.54 58.37 26.9 13.54 58.37 25.1 2 y 90 9
262 2.67 58.37 25.1 2.67 58.37 26.9 6.48 58.37 26.9 6.48 58.37 25.1 2 y 90 9
263 0.0 55.79 25.1 0.0 55.79 26.9 0.0 53.88 26.9 0.0 53.88 25.1 3 x 180 9
264 0.0 50.45 25.1 0.0 50.45 26.9 0.0 47.31 26.9 0.0 47.31 25.1 3 x 180 9
265 0.0 43.78 25.1 0.0 43.78 26.9 0.0 40.92 26.9 0.0 40.92 25.1 3 x 180 9
266 0.0 36.43 25.1 0.0 36.43 26.9 0.0 33.57 26.9 0.0 33.57 25.1 3 x 180 9
267 0.0 29.19 25.1 0.0 29.19 26.9 0.0 27.28 26.9 0.0 27.28 25.1 3 x 180 9
268 3.53 24.32 25.1 3.53 24.32 26.9 3.53 20.87 26.9 3.53 20.87 25.1 4 x 180 9
269 3.53 19.46 25.1 3.53 19.46 26.9 3.53 17.77 26.9 3.53 17.77 25.1 4 x 180 9
270 3.53 15.17 25.1 3.53 15.17 26.9 3.53 11.92 26.9 3.53 11.92 25.1 4 x 180 9
271 3.53 8.11 25.1 3.53 8.11 26.9 3.53 5.34 26.9 3.53 5.34 25.1 4 x 180 9
272 5.44 0.0 25.1 5.44 0.0 26.9 6.87 0.0 26.9 6.87 0.0 25.1 5 y 270 9
273 11.25 0.0 25.1 11.25 0.0 26.9 14.02 0.0 26.9 14.02 0.0 25.1 5 y 270 9
274 17.93 0.0 25.1 17.93 0.0 26.9 20.6 0.0 26.9 20.6 0.0 25.1 5 y 270 9
275 24.41 0.0 25.1 24.41 0.0 26.9 27.18 0.0 26.9 27.18 0.0 25.1 5 y 270 9
276 31.09 0.0 25.1 31.09 0.0 26.9 34.05 0.0 26.9 34.05 0.0 25.1 5 y 270 9
277 37.86 0.0 25.1 37.86 0.0 26.9 40.72 0.0 26.9 40.72 0.0 25.1 5 y 270 9
278 44.82 0.0 25.1 44.82 0.0 26.9 47.49 0.0 26.9 47.49 0.0 25.1 5 y 270 9
279 51.31 0.0 25.1 51.31 0.0 26.9 54.46 0.0 26.9 54.46 0.0 25.1 5 y 270 9
280 59.51 0.0 25.1 59.51 0.0 26.9 63.52 0.0 26.9 63.52 0.0 25.1 5 y 270 9
281 68.38 6.58 25.1 68.38 6.58 26.9 68.38 4.49 26.9 68.38 4.49 25.1 6 x 0 9
282 68.38 12.69 25.1 68.38 12.69 26.9 68.38 9.54 26.9 68.38 9.54 25.1 6 x 0 9
283 68.38 19.55 25.1 68.38 19.55 26.9 68.38 16.69 26.9 68.38 16.69 25.1 6 x 0 9
284 65.01 25.56 25.1 65.01 25.56 26.9 68.19 25.56 26.9 68.19 25.56 25.1 7 y 90 9
285 57.41 25.56 25.1 57.41 25.56 26.9 61.51 25.56 26.9 61.51 25.56 25.1 7 y 90 9
286 50.74 25.56 25.1 50.74 25.56 26.9 54.84 25.56 26.9 54.84 25.56 25.1 7 y 90 9
287 43.97 25.56 25.1 43.97 25.56 26.9 47.97 25.56 26.9 47.97 25.56 25.1 7 y 90 9
288 32.81 36.53 28.1 32.81 36.53 29.9 32.81 32.62 29.9 32.81 32.62 28.1 1 x 0 10
289 32.81 43.4 28.1 32.81 43.4 29.9 32.81 39.49 29.9 32.81 39.49 28.1 1 x 0 10
290 32.81 49.89 28.1 32.81 49.89 29.9 32.81 46.16 29.9 32.81 46.16 28.1 1 x 0 10
291 32.81 57.89 28.1 32.81 57.89 29.9 32.81 54.55 29.9 32.81 54.55 28.1 1 x 0 10
292 15.83 58.37 28.1 15.83 58.37 29.9 20.22 58.37 29.9 20.22 58.37 28.1 2 y 90 10
293 9.35 58.37 28.1 9.35 58.37 29.9 13.54 58.37 29.9 13.54 58.37 28.1 2 y 90 10
294 2.67 58.37 28.1 2.67 58.37 29.9 6.48 58.37 29.9 6.48 58.37 28.1 2 y 90 10
295 0.0 55.79 28.1 0.0 55.79 29.9 0.0 53.88 29.9 0.0 53.88 28.1 3 x 180 10
296 0.0 50.45 28.1 0.0 50.45 29.9 0.0 47.31 29.9 0.0 47.31 28.1 3 x 180 10
297 0.0 43.78 28.1 0.0 43.78 29.9 0.0 40.92 29.9 0.0 40.92 28.1 3 x 180 10
298 0.0 36.43 28.1 0.0 36.43 29.9 0.0 33.57 29.9 0.0 33.57 28.1 3 x 180 10
299 0.0 29.19 28.1 0.0 29.19 29.9 0.0 27.28 29.9 0.0 27.28 28.1 3 x 180 10
300 3.53 24.32 28.1 3.53 24.32 29.9 3.53 20.87 29.9 3.53 20.87 28.1 4 x 180 10
301 3.53 19.46 28.1 3.53 19.46 29.9 3.53 17.77 29.9 3.53 17.77 28.1 4 x 180 10
302 3.53 15.17 28.1 3.53 15.17 29.9 3.53 11.92 29.9 3.53 11.92 28.1 4 x 180 10
303 3.53 8.11 28.1 3.53 8.11 29.9 3.53 5.34 29.9 3.53 5.34 28.1 4 x 180 10
304 5.44 0.0 28.1 5.44 0.0 29.9 6.87 0.0 29.9 6.87 0.0 28.1 5 y 270 10
305 11.25 0.0 28.1 11.25 0.0 29.9 14.02 0.0 29.9 14.02 0.0 28.1 5 y 270 10
306 17.93 0.0 28.1 17.93 0.0 29.9 20.6 0.0 29.9 20.6 0.0 28.1 5 y 270 10
307 24.41 0.0 28.1 24.41 0.0 29.9 27.18 0.0 29.9 27.18 0.0 28.1 5 y 270 10
308 31.09 0.0 28.1 31.09 0.0 29.9 34.05 0.0 29.9 34.05 0.0 28.1 5 y 270 10
309 37.86 0.0 28.1 37.86 0.0 29.9 40.72 0.0 29.9 40.72 0.0 28.1 5 y 270 10
310 44.82 0.0 28.1 44.82 0.0 29.9 47.49 0.0 29.9 47.49 0.0 28.1 5 y 270 10
311 51.31 0.0 28.1 51.31 0.0 29.9 54.46 0.0 29.9 54.46 0.0 28.1 5 y 270 10
312 59.51 0.0 28.1 59.51 0.0 29.9 63.52 0.0 29.9 63.52 0.0 28.1 5 y 270 10
313 68.38 6.58 28.1 68.38 6.58 29.9 68.38 4.49 29.9 68.38 4.49 28.1 6 x 0 10
314 68.38 12.69 28.1 68.38 12.69 29.9 68.38 9.54 29.9 68.38 9.54 28.1 6 x 0 10
315 68.38 19.55 28.1 68.38 19.55 29.9 68.38 16.69 29.9 68.38 16.69 28.1 6 x 0 10
316 65.01 25.56 28.1 65.01 25.56 29.9 68.19 25.56 29.9 68.19 25.56 28.1 7 y 90 10
317 57.41 25.56 28.1 57.41 25.56 29.9 61.51 25.56 29.9 61.51 25.56 28.1 7 y 90 10
318 50.74 25.56 28.1 50.74 25.56 29.9 54.84 25.56 29.9 54.84 25.56 28.1 7 y 90 10
319 43.97 25.56 28.1 43.97 25.56 29.9 47.97 25.56 29.9 47.97 25.56 28.1 7 y 90 10
320 32.81 36.53 31.1 32.81 36.53 32.9 32.81 32.62 32.9 32.81 32.62 31.1 1 x 0 11
321 32.81 43.4 31.1 32.81 43.4 32.9 32.81 39.49 32.9 32.81 39.49 31.1 1 x 0 11
322 32.81 49.89 31.1 32.81 49.89 32.9 32.81 46.16 32.9 32.81 46.16 31.1 1 x 0 11
323 32.81 57.89 31.1 32.81 57.89 32.9 32.81 54.55 32.9 32.81 54.55 31.1 1 x 0 11
324 15.83 58.37 31.1 15.83 58.37 32.9 20.22 58.37 32.9 20.22 58.37 31.1 2 y 90 11
325 9.35 58.37 31.1 9.35 58.37 32.9 13.54 58.37 32.9 13.54 58.37 31.1 2 y 90 11
326 2.67 58.37 31.1 2.67 58.37 32.9 6.48 58.37 32.9 6.48 58.37 31.1 2 y 90 11
327 0.0 55.79 31.1 0.0 55.79 32.9 0.0 53.88 32.9 0.0 53.88 31.1 3 x 180 11
328 0.0 50.45 31.1 0.0 50.45 32.9 0.0 47.31 32.9 0.0 47.31 31.1 3 x 180 11
329 0.0 43.78 31.1 0.0 43.78 32.9 0.0 40.92 32.9 0.0 40.92 31.1 3 x 180 11
330 0.0 36.43 31.1 0.0 36.43 32.9 0.0 33.57 32.9 0.0 33.57 31.1 3 x 180 11
331 0.0 29.19 31.1 0.0 29.19 32.9 0.0 27.28 32.9 0.0 27.28 31.1 3 x 180 11
332 3.53 24.32 31.1 3.53 24.32 32.9 3.53 20.87 32.9 3.53 20.87 31.1 4 x 180 11
333 3.53 19.46 31.1 3.53 19.46 32.9 3.53 17.77 32.9 3.53 17.77 31.1 4 x 180 11
334 3.53 15.17 31.1 3.53 15.17 32.9 3.53 11.92 32.9 3.53 11.92 31.1 4 x 180 11
335 3.53 8.11 31.1 3.53 8.11 32.9 3.53 5.34 32.9 3.53 5.34 31.1 4 x 180 11
336 5.44 0.0 31.1 5.44 0.0 32.9 6.87 0.0 32.9 6.87 0.0 31.1 5 y 270 11
337 11.25 0.0 31.1 11.25 0.0 32.9 14.02 0.0 32.9 14.02 0.0 31.1 5 y 270 11
338 17.93 0.0 31.1 17.93 0.0 32.9 20.6 0.0 32.9 20.6 0.0 31.1 5 y 270 11
339 24.41 0.0 31.1 24.41 0.0 32.9 27.18 0.0 32.9 27.18 0.0 31.1 5 y 270 11
340 31.09 0.0 31.1 31.09 0.0 32.9 34.05 0.0 32.9 34.05 0.0 31.1 5 y 270 11
341 37.86 0.0 31.1 37.86 0.0 32.9 40.72 0.0 32.9 40.72 0.0 31.1 5 y 270 11
342 44.82 0.0 31.1 44.82 0.0 32.9 47.49 0.0 32.9 47.49 0.0 31.1 5 y 270 11
343 51.31 0.0 31.1 51.31 0.0 32.9 54.46 0.0 32.9 54.46 0.0 31.1 5 y 270 11
344 59.51 0.0 31.1 59.51 0.0 32.9 63.52 0.0 32.9 63.52 0.0 31.1 5 y 270 11
345 68.38 6.58 31.1 68.38 6.58 32.9 68.38 4.49 32.9 68.38 4.49 31.1 6 x 0 11
346 68.38 12.69 31.1 68.38 12.69 32.9 68.38 9.54 32.9 68.38 9.54 31.1 6 x 0 11
347 68.38 19.55 31.1 68.38 19.55 32.9 68.38 16.69 32.9 68.38 16.69 31.1 6 x 0 11
348 65.01 25.56 31.1 65.01 25.56 32.9 68.19 25.56 32.9 68.19 25.56 31.1 7 y 90 11
349 57.41 25.56 31.1 57.41 25.56 32.9 61.51 25.56 32.9 61.51 25.56 31.1 7 y 90 11
350 50.74 25.56 31.1 50.74 25.56 32.9 54.84 25.56 32.9 54.84 25.56 31.1 7 y 90 11
351 43.97 25.56 31.1 43.97 25.56 32.9 47.97 25.56 32.9 47.97 25.56 31.1 7 y 90 11
352 32.81 36.53 34.1 32.81 36.53 35.9 32.81 32.62 35.9 32.81 32.62 34.1 1 x 0 12
353 32.81 43.4 34.1 32.81 43.4 35.9 32.81 39.49 35.9 32.81 39.49 34.1 1 x 0 12
354 32.81 49.89 34.1 32.81 49.89 35.9 32.81 46.16 35.9 32.81 46.16 34.1 1 x 0 12
355 32.81 57.89 34.1 32.81 57.89 35.9 32.81 54.55 35.9 32.81 54.55 34.1 1 x 0 12
356 15.83 58.37 34.1 15.83 58.37 35.9 20.22 58.37 35.9 20.22 58.37 34.1 2 y 90 12
357 9.35 58.37 34.1 9.35 58.37 35.9 13.54 58.37 35.9 13.54 58.37 34.1 2 y 90 12
358 2.67 58.37 34.1 2.67 58.37 35.9 6.48 58.37 35.9 6.48 58.37 34.1 2 y 90 12
359 0.0 55.79 34.1 0.0 55.79 35.9 0.0 53.88 35.9 0.0 53.88 34.1 3 x 180 12
360 0.0 50.45 34.1 0.0 50.45 35.9 0.0 47.31 35.9 0.0 47.31 34.1 3 x 180 12
361 0.0 43.78 34.1 0.0 43.78 35.9 0.0 40.92 35.9 0.0 40.92 34.1 3 x 180 12
362 0.0 36.43 34.1 0.0 36.43 35.9 0.0 33.57 35.9 0.0 33.57 34.1 3 x 180 12
363 0.0 29.19 34.1 0.0 29.19 35.9 0.0 27.28 35.9 0.0 27.28 34.1 3 x 180 12
364 3.53 24.32 34.1 3.53 24.32 35.9 3.53 20.87 35.9 3.53 20.87 34.1 4 x 180 12
365 3.53 19.46 34.1 3.53 19.46 35.9 3.53 17.77 35.9 3.53 17.77 34.1 4 x 180 12
366 3.53 15.17 34.1 3.53 15.17 35.9 3.53 11.92 35.9 3.53 11.92 34.1 4 x 180 12
367 3.53 8.11 34.1 3.53 8.11 35.9 3.53 5.34 35.9 3.53 5.34 34.1 4 x 180 12
368 5.44 0.0 34.1 5.44 0.0 35.9 6.87 0.0 35.9 6.87 0.0 34.1 5 y 270 12
369 11.25 0.0 34.1 11.25 0.0 35.9 14.02 0.0 35.9 14.02 0.0 34.1 5 y 270 12
370 17.93 0.0 34.1 17.93 0.0 35.9 20.6 0.0 35.9 20.6 0.0 34.1 5 y 270 12
371 24.41 0.0 34.1 24.41 0.0 35.9 27.18 0.0 35.9 27.18 0.0 34.1 5 y 270 12
372 31.09 0.0 34.1 31.09 0.0 35.9 34.05 0.0 35.9 34.05 0.0 34.1 5 y 270 12
373 37.86 0.0 34.1 37.86 0.0 35.9 40.72 0.0 35.9 40.72 0.0 34.1 5 y 270 12
374 44.82 0.0 34.1 44.82 0.0 35.9 47.49 0.0 35.9 47.49 0.0 34.1 5 y 270 12
375 51.31 0.0 34.1 51.31 0.0 35.9 54.46 0.0 35.9 54.46 0.0 34.1 5 y 270 12
376 59.51 0.0 34.1 59.51 0.0 35.9 63.52 0.0 35.9 63.52 0.0 34.1 5 y 270 12
377 68.38 6.58 34.1 68.38 6.58 35.9 68.38 4.49 35.9 68.38 4.49 34.1 6 x 0 12
378 68.38 12.69 34.1 68.38 12.69 35.9 68.38 9.54 35.9 68.38 9.54 34.1 6 x 0 12
379 68.38 19.55 34.1 68.38 19.55 35.9 68.38 16.69 35.9 68.38 16.69 34.1 6 x 0 12
380 65.01 25.56 34.1 65.01 25.56 35.9 68.19 25.56 35.9 68.19 25.56 34.1 7 y 90 12
381 57.41 25.56 34.1 57.41 25.56 35.9 61.51 25.56 35.9 61.51 25.56 34.1 7 y 90 12
382 50.74 25.56 34.1 50.74 25.56 35.9 54.84 25.56 35.9 54.84 25.56 34.1 7 y 90 12
383 43.97 25.56 34.1 43.97 25.56 35.9 47.97 25.56 35.9 47.97 25.56 34.1 7 y 90 12
384 32.81 36.53 37.1 32.81 36.53 38.9 32.81 32.62 38.9 32.81 32.62 37.1 1 x 0 13
385 32.81 43.4 37.1 32.81 43.4 38.9 32.81 39.49 38.9 32.81 39.49 37.1 1 x 0 13
386 32.81 49.89 37.1 32.81 49.89 38.9 32.81 46.16 38.9 32.81 46.16 37.1 1 x 0 13
387 32.81 57.89 37.1 32.81 57.89 38.9 32.81 54.55 38.9 32.81 54.55 37.1 1 x 0 13
388 15.83 58.37 37.1 15.83 58.37 38.9 20.22 58.37 38.9 20.22 58.37 37.1 2 y 90 13
389 9.35 58.37 37.1 9.35 58.37 38.9 13.54 58.37 38.9 13.54 58.37 37.1 2 y 90 13
390 2.67 58.37 37.1 2.67 58.37 38.9 6.48 58.37 38.9 6.48 58.37 37.1 2 y 90 13
391 0.0 55.79 37.1 0.0 55.79 38.9 0.0 53.88 38.9 0.0 53.88 37.1 3 x 180 13
392 0.0 50.45 37.1 0.0 50.45 38.9 0.0 47.31 38.9 0.0 47.31 37.1 3 x 180 13
393 0.0 43.78 37.1 0.0 43.78 38.9 0.0 40.92 38.9 0.0 40.92 37.1 3 x 180 13
394 0.0 36.43 37.1 0.0 36.43 38.9 0.0 33.57 38.9 0.0 33.57 37.1 3 x 180 13
395 0.0 29.19 37.1 0.0 29.19 38.9 0.0 27.28 38.9 0.0 27.28 37.1 3 x 180 13
396 3.53 24.32 37.1 3.53 24.32 38.9 3.53 20.87 38.9 3.53 20.87 37.1 4 x 180 13
397 3.53 19.46 37.1 3.53 19.46 38.9 3.53 17.77 38.9 3.53 17.77 37.1 4 x 180 13
398 3.53 15.17 37.1 3.53 15.17 38.9 3.53 11.92 38.9 3.53 11.92 37.1 4 x 180 13
399 3.53 8.11 37.1 3.53 8.11 38.9 3.53 5.34 38.9 3.53 5.34 37.1 4 x 180 13
400 5.44 0.0 37.1 5.44 0.0 38.9 6.87 0.0 38.9 6.87 0.0 37.1 5 y 270 13
401 11.25 0.0 37.1 11.25 0.0 38.9 14.02 0.0 38.9 14.02 0.0 37.1 5 y 270 13
402 17.93 0.0 37.1 17.93 0.0 38.9 20.6 0.0 38.9 20.6 0.0 37.1 5 y 270 13
403 24.41 0.0 37.1 24.41 0.0 38.9 27.18 0.0 38.9 27.18 0.0 37.1 5 y 270 13
404 31.09 0.0 37.1 31.09 0.0 38.9 34.05 0.0 38.9 34.05 0.0 37.1 5 y 270 13
405 37.86 0.0 37.1 37.86 0.0 38.9 40.72 0.0 38.9 40.72 0.0 37.1 5 y 270 13
406 44.82 0.0 37.1 44.82 0.0 38.9 47.49 0.0 38.9 47.49 0.0 37.1 5 y 270 13
407 51.31 0.0 37.1 51.31 0.0 38.9 54.46 0.0 38.9 54.46 0.0 37.1 5 y 270 13
408 59.51 0.0 37.1 59.51 0.0 38.9 63.52 0.0 38.9 63.52 0.0 37.1 5 y 270 13
409 68.38 6.58 37.1 68.38 6.58 38.9 68.38 4.49 38.9 68.38 4.49 37.1 6 x 0 13
410 68.38 12.69 37.1 68.38 12.69 38.9 68.38 9.54 38.9 68.38 9.54 37.1 6 x 0 13
411 68.38 19.55 37.1 68.38 19.55 38.9 68.38 16.69 38.9 68.38 16.69 37.1 6 x 0 13
412 65.01 25.56 37.1 65.01 25.56 38.9 68.19 25.56 38.9 68.19 25.56 37.1 7 y 90 13
413 57.41 25.56 37.1 57.41 25.56 38.9 61.51 25.56 38.9 61.51 25.56 37.1 7 y 90 13
414 50.74 25.56 37.1 50.74 25.56 38.9 54.84 25.56 38.9 54.84 25.56 37.1 7 y 90 13
415 43.97 25.56 37.1 43.97 25.56 38.9 47.97 25.56 38.9 47.97 25.56 37.1 7 y 90 13
416 32.81 36.53 40.1 32.81 36.53 41.9 32.81 32.62 41.9 32.81 32.62 40.1 1 x 0 14
417 32.81 43.4 40.1 32.81 43.4 41.9 32.81 39.49 41.9 32.81 39.49 40.1 1 x 0 14
418 32.81 49.89 40.1 32.81 49.89 41.9 32.81 46.16 41.9 32.81 46.16 40.1 1 x 0 14
419 32.81 57.89 40.1 32.81 57.89 41.9 32.81 54.55 41.9 32.81 54.55 40.1 1 x 0 14
420 15.83 58.37 40.1 15.83 58.37 41.9 20.22 58.37 41.9 20.22 58.37 40.1 2 y 90 14
421 9.35 58.37 40.1 9.35 58.37 41.9 13.54 58.37 41.9 13.54 58.37 40.1 2 y 90 14
422 2.67 58.37 40.1 2.67 58.37 41.9 6.48 58.37 41.9 6.48 58.37 40.1 2 y 90 14
423 0.0 55.79 40.1 0.0 55.79 41.9 0.0 53.88 41.9 0.0 53.88 40.1 3 x 180 14
424 0.0 50.45 40.1 0.0 50.45 41.9 0.0 47.31 41.9 0.0 47.31 40.1 3 x 180 14
425 0.0 43.78 40.1 0.0 43.78 41.9 0.0 40.92 41.9 0.0 40.92 40.1 3 x 180 14
426 0.0 36.43 40.1 0.0 36.43 41.9 0.0 33.57 41.9 0.0 33.57 40.1 3 x 180 14
427 0.0 29.19 40.1 0.0 29.19 41.9 0.0 27.28 41.9 0.0 27.28 40.1 3 x 180 14
428 3.53 24.32 40.1 3.53 24.32 41.9 3.53 20.87 41.9 3.53 20.87 40.1 4 x 180 14
429 3.53 19.46 40.1 3.53 19.46 41.9 3.53 17.77 41.9 3.53 17.77 40.1 4 x 180 14
430 3.53 15.17 40.1 3.53 15.17 41.9 3.53 11.92 41.9 3.53 11.92 40.1 4 x 180 14
431 3.53 8.11 40.1 3.53 8.11 41.9 3.53 5.34 41.9 3.53 5.34 40.1 4 x 180 14
432 5.44 0.0 40.1 5.44 0.0 41.9 6.87 0.0 41.9 6.87 0.0 40.1 5 y 270 14
433 11.25 0.0 40.1 11.25 0.0 41.9 14.02 0.0 41.9 14.02 0.0 40.1 5 y 270 14
434 17.93 0.0 40.1 17.93 0.0 41.9 20.6 0.0 41.9 20.6 0.0 40.1 5 y 270 14
435 24.41 0.0 40.1 24.41 0.0 41.9 27.18 0.0 41.9 27.18 0.0 40.1 5 y 270 14
436 31.09 0.0 40.1 31.09 0.0 41.9 34.05 0.0 41.9 34.05 0.0 40.1 5 y 270 14
437 37.86 0.0 40.1 37.86 0.0 41.9 40.72 0.0 41.9 40.72 0.0 40.1 5 y 270 14
438 44.82 0.0 40.1 44.82 0.0 41.9 47.49 0.0 41.9 47.49 0.0 40.1 5 y 270 14
439 51.31 0.0 40.1 51.31 0.0 41.9 54.46 0.0 41.9 54.46 0.0 40.1 5 y 270 14
440 59.51 0.0 40.1 59.51 0.0 41.9 63.52 0.0 41.9 63.52 0.0 40.1 5 y 270 14
441 68.38 6.58 40.1 68.38 6.58 41.9 68.38 4.49 41.9 68.38 4.49 40.1 6 x 0 14
442 68.38 12.69 40.1 68.38 12.69 41.9 68.38 9.54 41.9 68.38 9.54 40.1 6 x 0 14
443 68.38 19.55 40.1 68.38 19.55 41.9 68.38 16.69 41.9 68.38 16.69 40.1 6 x 0 14
444 65.01 25.56 40.1 65.01 25.56 41.9 68.19 25.56 41.9 68.19 25.56 40.1 7 y 90 14
445 57.41 25.56 40.1 57.41 25.56 41.9 61.51 25.56 41.9 61.51 25.56 40.1 7 y 90 14
446 50.74 25.56 40.1 50.74 25.56 41.9 54.84 25.56 41.9 54.84 25.56 40.1 7 y 90 14
447 43.97 25.56 40.1 43.97 25.56 41.9 47.97 25.56 41.9 47.97 25.56 40.1 7 y 90 14
448 32.81 36.53 43.1 32.81 36.53 44.9 32.81 32.62 44.9 32.81 32.62 43.1 1 x 0 15
449 32.81 43.4 43.1 32.81 43.4 44.9 32.81 39.49 44.9 32.81 39.49 43.1 1 x 0 15
450 32.81 49.89 43.1 32.81 49.89 44.9 32.81 46.16 44.9 32.81 46.16 43.1 1 x 0 15
451 32.81 57.89 43.1 32.81 57.89 44.9 32.81 54.55 44.9 32.81 54.55 43.1 1 x 0 15
452 15.83 58.37 43.1 15.83 58.37 44.9 20.22 58.37 44.9 20.22 58.37 43.1 2 y 90 15
453 9.35 58.37 43.1 9.35 58.37 44.9 13.54 58.37 44.9 13.54 58.37 43.1 2 y 90 15
454 2.67 58.37 43.1 2.67 58.37 44.9 6.48 58.37 44.9 6.48 58.37 43.1 2 y 90 15
455 0.0 55.79 43.1 0.0 55.79 44.9 0.0 53.88 44.9 0.0 53.88 43.1 3 x 180 15
456 0.0 50.45 43.1 0.0 50.45 44.9 0.0 47.31 44.9 0.0 47.31 43.1 3 x 180 15
457 0.0 43.78 43.1 0.0 43.78 44.9 0.0 40.92 44.9 0.0 40.92 43.1 3 x 180 15
458 0.0 36.43 43.1 0.0 36.43 44.9 0.0 33.57 44.9 0.0 33.57 43.1 3 x 180 15
459 0.0 29.19 43.1 0.0 29.19 44.9 0.0 27.28 44.9 0.0 27.28 43.1 3 x 180 15
460 3.53 24.32 43.1 3.53 24.32 44.9 3.53 20.87 44.9 3.53 20.87 43.1 4 x 180 15
461 3.53 19.46 43.1 3.53 19.46 44.9 3.53 17.77 44.9 3.53 17.77 43.1 4 x 180 15
462 3.53 15.17 43.1 3.53 15.17 44.9 3.53 11.92 44.9 3.53 11.92 43.1 4 x 180 15
463 3.53 8.11 43.1 3.53 8.11 44.9 3.53 5.34 44.9 3.53 5.34 43.1 4 x 180 15
464 5.44 0.0 43.1 5.44 0.0 44.9 6.87 0.0 44.9 6.87 0.0 43.1 5 y 270 15
465 11.25 0.0 43.1 11.25 0.0 44.9 14.02 0.0 44.9 14.02 0.0 43.1 5 y 270 15
466 17.93 0.0 43.1 17.93 0.0 44.9 20.6 0.0 44.9 20.6 0.0 43.1 5 y 270 15
467 24.41 0.0 43.1 24.41 0.0 44.9 27.18 0.0 44.9 27.18 0.0 43.1 5 y 270 15
468 31.09 0.0 43.1 31.09 0.0 44.9 34.05 0.0 44.9 34.05 0.0 43.1 5 y 270 15
469 37.86 0.0 43.1 37.86 0.0 44.9 40.72 0.0 44.9 40.72 0.0 43.1 5 y 270 15
470 44.82 0.0 43.1 44.82 0.0 44.9 47.49 0.0 44.9 47.49 0.0 43.1 5 y 270 15
471 51.31 0.0 43.1 51.31 0.0 44.9 54.46 0.0 44.9 54.46 0.0 43.1 5 y 270 15
472 59.51 0.0 43.1 59.51 0.0 44.9 63.52 0.0 44.9 63.52 0.0 43.1 5 y 270 15
473 68.38 6.58 43.1 68.38 6.58 44.9 68.38 4.49 44.9 68.38 4.49 43.1 6 x 0 15
474 68.38 12.69 43.1 68.38 12.69 44.9 68.38 9.54 44.9 68.38 9.54 43.1 6 x 0 15
475 68.38 19.55 43.1 68.38 19.55 44.9 68.38 16.69 44.9 68.38 16.69 43.1 6 x 0 15
476 65.01 25.56 43.1 65.01 25.56 44.9 68.19 25.56 44.9 68.19 25.56 43.1 7 y 90 15
477 57.41 25.56 43.1 57.41 25.56 44.9 61.51 25.56 44.9 61.51 25.56 43.1 7 y 90 15
